penelitian_id,judul,dosen_id,jurusan_id,tahun,skema,dana,topik,status_publikasi,rekognisi_internasional,diterapkan_masyarakat,ingested_at
PNL062322b6,Penelitian Innovative Industry - 7a0e6ce9,0338301013,JTI,2025,Dana ITERA,5000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL0e74c3bc,Penelitian Sustainable Energy - 59b80288,0338301013,JTI,2021,Industri,25000000,Community Development,Jurnal Nasional,True,False,2026-05-13T19:21:14+07:00
PNLaf09f72f,Penelitian Innovative Industry - c88d091b,0114646014,JSA,2024,Dana ITERA,100000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLfa794d6e,Penelitian Community Development - 349c3031,0114646014,JSA,2024,Hibah Dikti,250000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL0fba9f4c,Penelitian Community Development - b494b072,0151274015,JTI,2025,Mandiri,250000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNL1f230c1e,Penelitian Innovative Industry - 9b742254,0151274015,JTI,2022,Mandiri,250000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLd3674e0a,Penelitian Green Infrastructure - 77bbc0d3,0451448016,JSA,2021,Mandiri,10000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLb230e72a,Penelitian Sustainable Energy - 9d217fce,0403803017,JTI,2022,Industri,250000000,Community Development,Belum,True,True,2026-05-13T19:21:14+07:00
PNL21abb29f,Penelitian Community Development - b3d19f24,0158385018,JTK,2022,Hibah Dikti,25000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLf8616896,Penelitian Sustainable Energy - 94cc921a,0969230019,JTI,2025,Dana ITERA,5000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNL184f0e83,Penelitian Community Development - adb44c26,0564646020,JTP,2021,Hibah Dikti,50000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL94f20ecd,Penelitian Green Infrastructure - 27c4998e,0564646020,JTP,2025,Mandiri,10000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNLa3a6729e,Penelitian Innovative Industry - 5dea0dda,0384611021,JTK,2021,Hibah Dikti,250000000,Community Development,Belum,False,True,2026-05-13T19:21:14+07:00
PNL4b8535cc,Penelitian Green Infrastructure - e51906cd,0384611021,JTK,2020,Hibah Dikti,250000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNL913b80e1,Penelitian Green Infrastructure - 07d18c31,0994613022,JTI,2024,Hibah Dikti,50000000,Sustainable Energy,Jurnal Internasional,False,True,2026-05-13T19:21:14+07:00
PNLd66636bc,Penelitian Sustainable Energy - a7d16d84,0884093023,JTK,2022,Industri,100000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL39224674,Penelitian Green Infrastructure - 5d5419c8,0884093023,JTK,2022,Mandiri,250000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL2cbff46f,Penelitian Sustainable Energy - b049c9a4,0884093023,JTK,2021,Industri,5000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL1b4110df,Penelitian Sustainable Energy - 6da399cf,0227880024,JTP,2020,Industri,5000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNLb68e065f,Penelitian Community Development - 5751f402,0227880024,JTP,2025,Hibah Dikti,10000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLe823a5d4,Penelitian Innovative Industry - 881e4c97,0362517025,JTK,2021,Hibah Dikti,50000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLb68124fd,Penelitian Sustainable Energy - 8d82b442,0362517025,JTK,2021,Dana ITERA,25000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL96fd9670,Penelitian Green Infrastructure - b62cb442,0104173026,JTK,2024,Industri,100000000,Community Development,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL2b21e9be,Penelitian Innovative Industry - 1adbdc3b,0104173026,JTK,2021,Dana ITERA,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL0dd561be,Penelitian Green Infrastructure - e98bdf06,0624689027,JMB,2020,Hibah Dikti,250000000,Community Development,Jurnal Nasional,True,False,2026-05-13T19:21:14+07:00
PNL38f14b44,Penelitian Green Infrastructure - ba8dad0b,0810558028,JTI,2023,Hibah Dikti,100000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL129439bf,Penelitian Green Infrastructure - f7c2e1e4,0395198029,JMB,2021,Dana ITERA,5000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL09a36491,Penelitian Community Development - 261878a7,0101115030,JTK,2022,Dana ITERA,50000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNLca6c0e11,Penelitian Community Development - 77b6aee0,0672850031,JMB,2021,Mandiri,5000000,Community Development,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLb590c64f,Penelitian Green Infrastructure - 3b260172,0672850031,JMB,2022,Industri,50000000,Innovative Industry,Jurnal Internasional,False,True,2026-05-13T19:21:14+07:00
PNLb34a2248,Penelitian Innovative Industry - 480d7657,0843085032,JSA,2024,Mandiri,10000000,Green Infrastructure,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL25d6b9da,Penelitian Sustainable Energy - 29908cc4,0843085032,JSA,2024,Hibah Dikti,25000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLb58ee0c8,Penelitian Community Development - 8677245c,0843085032,JSA,2025,Mandiri,250000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL80857d0c,Penelitian Green Infrastructure - b936d695,0469665033,JTP,2025,Industri,50000000,Green Infrastructure,Belum,True,False,2026-05-13T19:21:14+07:00
PNL86b8957e,Penelitian Sustainable Energy - 10884dea,0535965034,JSA,2020,Hibah Dikti,50000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL073b12da,Penelitian Innovative Industry - 8dd3da98,0535965034,JSA,2024,Dana ITERA,10000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL1a41ad1e,Penelitian Sustainable Energy - c202a5b8,0535965034,JSA,2021,Industri,50000000,Green Infrastructure,Jurnal Nasional,True,False,2026-05-13T19:21:14+07:00
PNL79fb37cd,Penelitian Green Infrastructure - ee8bf116,0960758035,JTI,2020,Dana ITERA,25000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNL04929a3b,Penelitian Sustainable Energy - 0f65fb4f,0980274037,JTI,2021,Hibah Dikti,250000000,Community Development,Jurnal Internasional,True,False,2026-05-13T19:21:14+07:00
PNL95c540a6,Penelitian Green Infrastructure - 0a2f196b,0980274037,JTI,2022,Industri,100000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNL28bde527,Penelitian Innovative Industry - d30ed580,0686745039,JTP,2021,Hibah Dikti,25000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL29b4194e,Penelitian Sustainable Energy - 31c78ec4,0686745039,JTP,2023,Hibah Dikti,5000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL6b17d0c1,Penelitian Innovative Industry - 5545065a,0686745039,JTP,2025,Industri,10000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL5752a632,Penelitian Sustainable Energy - 77b47aab,0686745039,JTP,2025,Hibah Dikti,5000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLb66d0950,Penelitian Green Infrastructure - f443271b,0625493040,JTI,2021,Hibah Dikti,50000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL8853157e,Penelitian Innovative Industry - 18db3344,0625493040,JTI,2022,Industri,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL4e62a2e0,Penelitian Green Infrastructure - 61867c95,0140483041,JSA,2021,Dana ITERA,5000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL07ffd670,Penelitian Green Infrastructure - 0b8d4a98,0756674042,JTI,2020,Hibah Dikti,250000000,Innovative Industry,Jurnal Internasional,True,False,2026-05-13T19:21:14+07:00
PNL0d61e4b0,Penelitian Green Infrastructure - 428a1c5d,0756674042,JTI,2020,Hibah Dikti,5000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL1206509f,Penelitian Community Development - db5d005d,0981066043,JTP,2021,Industri,50000000,Community Development,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLdfbdb713,Penelitian Sustainable Energy - 2875c692,0981066043,JTP,2022,Dana ITERA,25000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNLe8d8b0de,Penelitian Innovative Industry - cd795437,0887456044,JTP,2023,Industri,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL7b61bc55,Penelitian Community Development - a31f2ffb,0887456044,JTP,2020,Industri,50000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLd3e82205,Penelitian Green Infrastructure - 7cc60ce3,0851856045,JTK,2022,Hibah Dikti,10000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLd8701002,Penelitian Community Development - f37715f6,0432875046,JTI,2021,Mandiri,250000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL7fcaa518,Penelitian Innovative Industry - a13cafb9,0582088047,JTP,2025,Industri,25000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL5230c6ed,Penelitian Community Development - ceea6e43,0582088047,JTP,2021,Hibah Dikti,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL221419ad,Penelitian Community Development - 867c3984,0514594048,JTP,2025,Dana ITERA,5000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLd2b3dcc5,Penelitian Green Infrastructure - 08d03419,0514594048,JTP,2022,Mandiri,100000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL155a4b22,Penelitian Green Infrastructure - d48b04a6,0651207049,JTK,2022,Hibah Dikti,50000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL9dae188a,Penelitian Innovative Industry - 6190a779,0651207049,JTK,2020,Mandiri,25000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLeddbf225,Penelitian Innovative Industry - 741435c2,0334615050,JTI,2021,Mandiri,100000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL9bb22176,Penelitian Green Infrastructure - e62289fe,0334615050,JTI,2024,Dana ITERA,10000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLb517724d,Penelitian Community Development - 3a6836be,0306695051,JSA,2022,Industri,10000000,Green Infrastructure,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL127194c1,Penelitian Community Development - 75508deb,0306695051,JSA,2022,Mandiri,250000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLec0689e7,Penelitian Sustainable Energy - 3896cf8b,0360173052,JTI,2024,Industri,10000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL22470900,Penelitian Community Development - 4a2e0dde,0798294053,JTI,2022,Dana ITERA,10000000,Sustainable Energy,Belum,False,True,2026-05-13T19:21:14+07:00
PNL93ba70f3,Penelitian Innovative Industry - ee5472a8,0798294053,JTI,2022,Mandiri,100000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL312d10db,Penelitian Green Infrastructure - 42364143,0798294053,JTI,2022,Dana ITERA,100000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL35494d0b,Penelitian Green Infrastructure - 2331520e,0427571054,JSA,2022,Dana ITERA,100000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL5a1cd243,Penelitian Green Infrastructure - b3b0a6df,0417704055,JTI,2020,Hibah Dikti,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL43ccfa07,Penelitian Sustainable Energy - 86793c9a,0417704055,JTI,2020,Hibah Dikti,50000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLb3313380,Penelitian Community Development - ad152385,0417704055,JTI,2024,Dana ITERA,10000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL3ea963c9,Penelitian Sustainable Energy - da34e174,0188244056,JTI,2023,Mandiri,5000000,Green Infrastructure,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL7aad0c90,Penelitian Sustainable Energy - 4bbbcecb,0188244056,JTI,2022,Dana ITERA,250000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL836087dc,Penelitian Community Development - becc4596,0168926057,JTK,2021,Mandiri,100000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLa8a439a3,Penelitian Sustainable Energy - bf416e94,0168926057,JTK,2022,Dana ITERA,5000000,Community Development,Jurnal Internasional,True,False,2026-05-13T19:21:14+07:00
PNL0d54a9aa,Penelitian Innovative Industry - 8a4f66de,0168926057,JTK,2022,Mandiri,5000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLc9227553,Penelitian Green Infrastructure - 155c92f7,0973834058,JTK,2020,Dana ITERA,100000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNLfc16cea3,Penelitian Sustainable Energy - 44daef58,0973834058,JTK,2021,Industri,5000000,Green Infrastructure,Jurnal Nasional,False,True,2026-05-13T19:21:14+07:00
PNL685a2c9f,Penelitian Innovative Industry - 1780dc15,0258633059,JSA,2022,Mandiri,5000000,Sustainable Energy,Belum,False,True,2026-05-13T19:21:14+07:00
PNLc23001e2,Penelitian Innovative Industry - 6bd11b56,0258633059,JSA,2023,Hibah Dikti,100000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL7898926a,Penelitian Community Development - 6d0efc0a,0258633059,JSA,2022,Hibah Dikti,250000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNLf2f37c43,Penelitian Community Development - 2186e31d,0694306060,JTK,2024,Dana ITERA,250000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLe5fea823,Penelitian Community Development - 31ed885e,0694306060,JTK,2022,Hibah Dikti,5000000,Community Development,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL64c1ce03,Penelitian Sustainable Energy - 8efcc18d,0694306060,JTK,2023,Industri,250000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNLcec35dbd,Penelitian Innovative Industry - 669e5156,0673376061,JTI,2021,Mandiri,50000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL5601e6a9,Penelitian Green Infrastructure - e5965396,0673376061,JTI,2022,Dana ITERA,25000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL8b95219d,Penelitian Community Development - b648db57,0909109063,JTK,2023,Dana ITERA,25000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLb3a6e70c,Penelitian Green Infrastructure - 7476d32e,0909109063,JTK,2025,Hibah Dikti,25000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL56a101e1,Penelitian Innovative Industry - 226c2981,0831542064,JMB,2023,Mandiri,10000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNLe6fdf49e,Penelitian Green Infrastructure - eb9bdebc,0831542064,JMB,2022,Industri,100000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNLd7b32027,Penelitian Sustainable Energy - 0e5a965c,0839791065,JSA,2022,Industri,250000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL8f4ffbb9,Penelitian Green Infrastructure - c93ee870,0490557067,JSA,2023,Mandiri,5000000,Sustainable Energy,Belum,True,True,2026-05-13T19:21:14+07:00
PNL40a656cd,Penelitian Community Development - af74731e,0490557067,JSA,2020,Hibah Dikti,100000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL071afb7e,Penelitian Community Development - 08647c51,0490557067,JSA,2022,Hibah Dikti,250000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLb600d0ba,Penelitian Sustainable Energy - 2d9fa8d0,0343772068,JTI,2024,Industri,25000000,Community Development,Belum,True,True,2026-05-13T19:21:14+07:00
PNL3b45be72,Penelitian Green Infrastructure - b2f11cc2,0343772068,JTI,2025,Mandiri,10000000,Sustainable Energy,Jurnal Internasional,False,True,2026-05-13T19:21:14+07:00
PNLe4897f4d,Penelitian Sustainable Energy - b6c680f2,0887831070,JTK,2023,Industri,25000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNL5942c611,Penelitian Green Infrastructure - 361949bb,0887831070,JTK,2020,Mandiri,100000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNLd3424947,Penelitian Sustainable Energy - 81778748,0979280071,JTI,2025,Hibah Dikti,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL9dd4e25a,Penelitian Sustainable Energy - eefb4d1e,0979280071,JTI,2022,Industri,100000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL15322b6c,Penelitian Green Infrastructure - 15be3a80,0979280071,JTI,2024,Dana ITERA,10000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLbc626d8b,Penelitian Green Infrastructure - 35a7d9da,0979280071,JTI,2024,Hibah Dikti,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL8ce6c897,Penelitian Community Development - 00cc4d7a,0335816072,JTI,2021,Hibah Dikti,100000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL30ccdd6c,Penelitian Green Infrastructure - 3c93dbbc,0335816072,JTI,2024,Mandiri,250000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL6c12cae9,Penelitian Community Development - 5ade5da9,0496400073,JTP,2020,Dana ITERA,25000000,Green Infrastructure,Jurnal Internasional,False,True,2026-05-13T19:21:14+07:00
PNLd7ba97b4,Penelitian Sustainable Energy - f725862b,0496400073,JTP,2021,Dana ITERA,100000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-13T19:21:14+07:00
PNL6c1e6cf3,Penelitian Community Development - f815ac38,0628727076,JTP,2021,Mandiri,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL15cca277,Penelitian Innovative Industry - 0ed51e64,0628727076,JTP,2024,Mandiri,10000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL406d9901,Penelitian Sustainable Energy - 59f2b3d1,0681021077,JTK,2021,Dana ITERA,5000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNLcf250227,Penelitian Green Infrastructure - 65839694,0898718079,JSA,2020,Mandiri,10000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL33269782,Penelitian Innovative Industry - 701cc7a5,0898718079,JSA,2022,Dana ITERA,10000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNLdc52c15f,Penelitian Community Development - 221fcc68,0898718079,JSA,2020,Hibah Dikti,100000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNL7f946f21,Penelitian Green Infrastructure - 37698237,0450089080,JTP,2020,Industri,10000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNLc298efb2,Penelitian Sustainable Energy - 17c65fe8,0294728081,JTP,2024,Industri,50000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL8d3a2244,Penelitian Community Development - df6d3a91,0486340082,JSA,2024,Industri,100000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNLf4015011,Penelitian Innovative Industry - 4861a19f,0207142083,JMB,2022,Industri,5000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNLea879b35,Penelitian Community Development - 9f7c7be5,0207142083,JMB,2021,Industri,25000000,Innovative Industry,Jurnal Internasional,True,False,2026-05-13T19:21:14+07:00
PNLd2ae1d27,Penelitian Green Infrastructure - 3b8aed5c,0275884084,JTK,2024,Dana ITERA,25000000,Sustainable Energy,Belum,False,False,2026-05-13T19:21:14+07:00
PNL3e77cc48,Penelitian Community Development - 6a746811,0201717085,JSA,2021,Dana ITERA,100000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNL2b4a3070,Penelitian Green Infrastructure - 05bce0b5,0201717085,JSA,2020,Hibah Dikti,5000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLa4d7ea27,Penelitian Sustainable Energy - ff120369,0952685086,JSA,2022,Mandiri,100000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL189dd888,Penelitian Sustainable Energy - 5240c6eb,0952685086,JSA,2021,Mandiri,50000000,Community Development,Belum,False,False,2026-05-13T19:21:14+07:00
PNL30ff5f01,Penelitian Community Development - 5d6c2b11,0952685086,JSA,2023,Mandiri,100000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
PNLf1ea4298,Penelitian Green Infrastructure - a6ffd9f8,0810566087,JTI,2025,Mandiri,250000000,Innovative Industry,Belum,False,False,2026-05-13T19:21:14+07:00
PNL9a13bb7f,Penelitian Sustainable Energy - c6670cd5,0419965088,JMB,2025,Mandiri,5000000,Community Development,Jurnal Nasional,False,False,2026-05-13T19:21:14+07:00
PNLf16b2fa5,Penelitian Innovative Industry - ee31d663,0419965088,JMB,2020,Mandiri,50000000,Green Infrastructure,Belum,False,False,2026-05-13T19:21:14+07:00
