pkm_id,judul,dosen_id,jurusan_id,tahun,dana,lokasi,rekognisi_internasional,diterapkan_masyarakat,ingested_at
PKMda78d68e,Pengabdian Community Development - e5ef9e98,0114646014,JSA,2021,25000000,Metro,False,False,2026-05-13T19:21:14+07:00
PKM55412e7d,Pengabdian Innovative Industry - dceeff22,0151274015,JTI,2022,5000000,Tanggamus,False,True,2026-05-13T19:21:14+07:00
PKM2023f8ae,Pengabdian Innovative Industry - f6b58094,0451448016,JSA,2021,3000000,Tulang Bawang,False,True,2026-05-13T19:21:14+07:00
PKMf89a3861,Pengabdian Community Development - dd75f711,0403803017,JTI,2025,25000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKM6977d304,Pengabdian Innovative Industry - 571f83d7,0564646020,JTP,2024,50000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKM491bac19,Pengabdian Innovative Industry - aa83ff44,0564646020,JTP,2023,3000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMc091f754,Pengabdian Green Infrastructure - 34857d28,0384611021,JTK,2021,5000000,Tanggamus,False,False,2026-05-13T19:21:14+07:00
PKM073605e1,Pengabdian Innovative Industry - cd3f657e,0227880024,JTP,2023,25000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKMf40c708f,Pengabdian Community Development - bd18b51a,0227880024,JTP,2025,25000000,Lampung Timur,False,True,2026-05-13T19:21:14+07:00
PKMf0d2f1ec,Pengabdian Green Infrastructure - ee1ca0a0,0362517025,JTK,2022,25000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKMa180dacb,Pengabdian Community Development - 233bc24d,0104173026,JTK,2022,10000000,Pesawaran,False,True,2026-05-13T19:21:14+07:00
PKMf2a05e40,Pengabdian Community Development - c1ce4dce,0624689027,JMB,2023,50000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKM9b5126c3,Pengabdian Community Development - 8535444d,0624689027,JMB,2023,50000000,Pesawaran,False,True,2026-05-13T19:21:14+07:00
PKM01ec438a,Pengabdian Community Development - cb072731,0672850031,JMB,2025,50000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM02209cf9,Pengabdian Innovative Industry - 261f0109,0843085032,JSA,2025,3000000,Pesisir Barat,False,True,2026-05-13T19:21:14+07:00
PKM2ca20900,Pengabdian Green Infrastructure - 73403fc7,0843085032,JSA,2023,5000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKMca87f352,Pengabdian Innovative Industry - 36bcbaa1,0843085032,JSA,2021,50000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKMea0e2433,Pengabdian Green Infrastructure - 18a42262,0535965034,JSA,2022,50000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKMbd9f303d,Pengabdian Innovative Industry - 591817ff,0960758035,JTI,2025,50000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKMfe65d355,Pengabdian Community Development - 41aa4d12,0984515036,JTI,2021,50000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM273f129b,Pengabdian Sustainable Energy - 6c566888,0861537038,JTK,2025,10000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM176d6525,Pengabdian Innovative Industry - d9531d62,0686745039,JTP,2020,50000000,Pesisir Barat,True,False,2026-05-13T19:21:14+07:00
PKM44588239,Pengabdian Green Infrastructure - b796abc5,0686745039,JTP,2023,50000000,Lampung Utara,False,True,2026-05-13T19:21:14+07:00
PKM2b61d468,Pengabdian Community Development - 38ae532b,0625493040,JTI,2022,3000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMe437e6f7,Pengabdian Community Development - e3f403d9,0625493040,JTI,2025,50000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKMc8f56abe,Pengabdian Sustainable Energy - f114a8e3,0140483041,JSA,2020,5000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM6697630e,Pengabdian Innovative Industry - 204719a2,0140483041,JSA,2021,25000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKM9acc188a,Pengabdian Innovative Industry - bac02f55,0756674042,JTI,2021,5000000,Lampung Selatan,False,True,2026-05-13T19:21:14+07:00
PKMa8f7ac43,Pengabdian Green Infrastructure - fb76f3d4,0756674042,JTI,2021,3000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM3bc394fd,Pengabdian Community Development - 54bc5764,0887456044,JTP,2024,10000000,Tanggamus,False,False,2026-05-13T19:21:14+07:00
PKMb31ff5a4,Pengabdian Green Infrastructure - 0cd88db3,0887456044,JTP,2024,3000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKMd5ad108d,Pengabdian Green Infrastructure - 78bce9cf,0887456044,JTP,2021,3000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKM72b23969,Pengabdian Community Development - fc0411e4,0432875046,JTI,2021,5000000,Lampung Timur,False,True,2026-05-13T19:21:14+07:00
PKMf65bcb5a,Pengabdian Green Infrastructure - fb5033ef,0582088047,JTP,2024,5000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKM0df82e0a,Pengabdian Green Infrastructure - d742a754,0582088047,JTP,2022,3000000,Tulang Bawang,True,False,2026-05-13T19:21:14+07:00
PKMe8875af9,Pengabdian Community Development - 92e7b7b3,0651207049,JTK,2020,3000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKMf41f4ea8,Pengabdian Sustainable Energy - 6c7750e3,0306695051,JSA,2025,25000000,Lampung Timur,False,True,2026-05-13T19:21:14+07:00
PKMf91dc4fc,Pengabdian Innovative Industry - 28cc12b8,0360173052,JTI,2022,3000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM9d09bfde,Pengabdian Sustainable Energy - 4c0b6cb0,0798294053,JTI,2020,5000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKM643080ba,Pengabdian Community Development - 4a4429ae,0798294053,JTI,2022,50000000,Lampung Timur,True,True,2026-05-13T19:21:14+07:00
PKM8b3fd32c,Pengabdian Community Development - 2ea25899,0417704055,JTI,2024,3000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKMb2c365a5,Pengabdian Innovative Industry - 894f3dc6,0188244056,JTI,2023,5000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKM248b2063,Pengabdian Community Development - 3e2ca4b3,0188244056,JTI,2020,3000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKM038902fa,Pengabdian Innovative Industry - 3cc373a3,0168926057,JTK,2023,5000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKMddd632c0,Pengabdian Innovative Industry - 45607ae2,0168926057,JTK,2024,25000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM7281fdbe,Pengabdian Sustainable Energy - 4916bb61,0973834058,JTK,2022,5000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKMa3912f0b,Pengabdian Community Development - 044ed9a4,0973834058,JTK,2022,10000000,Lampung Utara,False,True,2026-05-13T19:21:14+07:00
PKM5dd485b7,Pengabdian Sustainable Energy - d80d9b52,0258633059,JSA,2020,25000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMaf8e3987,Pengabdian Community Development - 0e7d9b90,0673376061,JTI,2024,5000000,Lampung Tengah,False,True,2026-05-13T19:21:14+07:00
PKM59d3e981,Pengabdian Green Infrastructure - 4f29100c,0673376061,JTI,2021,3000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKM4ebdd5ad,Pengabdian Innovative Industry - 0394c41d,0909109063,JTK,2023,50000000,Tanggamus,False,False,2026-05-13T19:21:14+07:00
PKM380a2d35,Pengabdian Sustainable Energy - ec7d62ff,0831542064,JMB,2023,25000000,Pesawaran,False,True,2026-05-13T19:21:14+07:00
PKM22db7338,Pengabdian Community Development - 5d6c254c,0831542064,JMB,2024,10000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKMe980b58f,Pengabdian Green Infrastructure - 10fa6531,0839791065,JSA,2022,10000000,Metro,False,False,2026-05-13T19:21:14+07:00
PKM294df418,Pengabdian Innovative Industry - 28808609,0839791065,JSA,2021,25000000,Pringsewu,False,True,2026-05-13T19:21:14+07:00
PKM5fc71c8e,Pengabdian Green Infrastructure - eb810da2,0839791065,JSA,2024,3000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKM4e0096e5,Pengabdian Community Development - 1a5366f3,0490557067,JSA,2023,50000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKMeeae35f4,Pengabdian Community Development - 26d156a4,0343772068,JTI,2022,25000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKM59576f14,Pengabdian Green Infrastructure - 81da2a18,0343772068,JTI,2024,25000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM610fc821,Pengabdian Sustainable Energy - f9c76790,0887831070,JTK,2022,5000000,Pesisir Barat,False,False,2026-05-13T19:21:14+07:00
PKMfda30ff2,Pengabdian Innovative Industry - 0b0477dd,0887831070,JTK,2025,25000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKM957cfc90,Pengabdian Green Infrastructure - 72e25969,0335816072,JTI,2021,3000000,Tanggamus,False,False,2026-05-13T19:21:14+07:00
PKM3e098d1d,Pengabdian Innovative Industry - 7c7261db,0496400073,JTP,2025,5000000,Way Kanan,False,True,2026-05-13T19:21:14+07:00
PKM0c9467a3,Pengabdian Innovative Industry - 766bdc56,0496400073,JTP,2024,50000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMac93c44a,Pengabdian Green Infrastructure - 67fa6b96,0730892074,JTI,2021,5000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMf1d721b1,Pengabdian Community Development - 5b02d8dd,0628727076,JTP,2021,5000000,Pesisir Barat,False,False,2026-05-13T19:21:14+07:00
PKMb991ec3e,Pengabdian Green Infrastructure - 978ab388,0628727076,JTP,2025,50000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKM0776f7bd,Pengabdian Sustainable Energy - d58100cf,0681021077,JTK,2020,10000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM236f9a01,Pengabdian Innovative Industry - a6f2cb64,0652685078,JSA,2023,25000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM494da186,Pengabdian Innovative Industry - 41766ec8,0898718079,JSA,2020,3000000,Tanggamus,True,False,2026-05-13T19:21:14+07:00
PKM15c92475,Pengabdian Green Infrastructure - 841cd9c7,0898718079,JSA,2023,3000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKM8a7b5fd5,Pengabdian Sustainable Energy - 802c786c,0450089080,JTP,2025,50000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKM126ceef9,Pengabdian Community Development - 1ce9440c,0294728081,JTP,2023,25000000,Lampung Tengah,False,True,2026-05-13T19:21:14+07:00
PKMf01100e8,Pengabdian Sustainable Energy - 9934dd68,0294728081,JTP,2023,5000000,Lampung Utara,True,True,2026-05-13T19:21:14+07:00
PKM26b7b72b,Pengabdian Sustainable Energy - 10343f3c,0294728081,JTP,2020,10000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM2f910533,Pengabdian Sustainable Energy - a6f720a8,0486340082,JSA,2022,10000000,Metro,False,False,2026-05-13T19:21:14+07:00
PKM318999be,Pengabdian Sustainable Energy - a0ef799a,0207142083,JMB,2023,10000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKMef6a04eb,Pengabdian Community Development - 32f88ab3,0275884084,JTK,2023,5000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKM1d0558f2,Pengabdian Green Infrastructure - a3bd11ad,0275884084,JTK,2025,50000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKM1464cf7b,Pengabdian Green Infrastructure - 66e8e8d2,0201717085,JSA,2025,25000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM0ae1d848,Pengabdian Innovative Industry - d0c409bb,0810566087,JTI,2021,25000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM54d76449,Pengabdian Green Infrastructure - 70320b74,0767086091,JTK,2025,10000000,Pringsewu,False,True,2026-05-13T19:21:14+07:00
PKMe0e5baca,Pengabdian Innovative Industry - 806f6f8d,0348207092,JTK,2024,25000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKM0cecbe05,Pengabdian Community Development - 66e33b8d,0348207092,JTK,2025,5000000,Lampung Timur,False,True,2026-05-13T19:21:14+07:00
PKMae2064b8,Pengabdian Green Infrastructure - 38a09f23,0347829093,JTP,2023,3000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKM608c6036,Pengabdian Sustainable Energy - 416ac310,0915315094,JTI,2023,50000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKM178badba,Pengabdian Sustainable Energy - 633cc77c,0999584095,JMB,2022,25000000,Tanggamus,False,False,2026-05-13T19:21:14+07:00
PKM5cc92fad,Pengabdian Community Development - 6039cc23,0479532096,JTK,2025,25000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKM0cc3e1ec,Pengabdian Green Infrastructure - 45662db7,0479532096,JTK,2021,25000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKM360aae13,Pengabdian Green Infrastructure - 3b80a7a3,0479532096,JTK,2021,25000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKM8268112e,Pengabdian Innovative Industry - fab839a6,0165739097,JTK,2023,50000000,Pesisir Barat,False,True,2026-05-13T19:21:14+07:00
PKM8ea292fd,Pengabdian Sustainable Energy - b4602d1c,0938164098,JTP,2022,3000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM7ed41524,Pengabdian Sustainable Energy - 518203d7,0895284102,JSA,2024,10000000,Lampung Utara,False,True,2026-05-13T19:21:14+07:00
PKMa2dca1ea,Pengabdian Community Development - bdab22d0,0659963103,JTK,2024,10000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMd094897c,Pengabdian Green Infrastructure - 50f80fcf,0659963103,JTK,2025,10000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMe487f101,Pengabdian Community Development - 01a0e4c7,0659963103,JTK,2021,5000000,Pesisir Barat,False,True,2026-05-13T19:21:14+07:00
PKM303acaff,Pengabdian Green Infrastructure - c1cbe66a,0627833104,JTI,2021,3000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKM35e29414,Pengabdian Community Development - da404a7b,0627833104,JTI,2022,5000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKMf4135cc6,Pengabdian Green Infrastructure - 5ef46996,0284696105,JTK,2025,25000000,Lampung Selatan,False,False,2026-05-13T19:21:14+07:00
PKM51070663,Pengabdian Sustainable Energy - 910949fd,0225824107,JMB,2025,10000000,Pringsewu,False,True,2026-05-13T19:21:14+07:00
PKM63471ac7,Pengabdian Community Development - 71a172d2,0302776108,JTI,2025,25000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKM41f24407,Pengabdian Innovative Industry - 310d1451,0302776108,JTI,2021,3000000,Lampung Tengah,False,True,2026-05-13T19:21:14+07:00
PKM6a5ba678,Pengabdian Sustainable Energy - 861af093,0313983110,JSA,2024,25000000,Metro,True,True,2026-05-13T19:21:14+07:00
PKM63966ae9,Pengabdian Green Infrastructure - cc8f06f8,0313983110,JSA,2025,10000000,Way Kanan,False,False,2026-05-13T19:21:14+07:00
PKM0fd649a5,Pengabdian Green Infrastructure - 685d8251,0711883112,JTK,2023,50000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKMe2f4c5a5,Pengabdian Sustainable Energy - de4e96cd,0134245113,JTI,2021,25000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMe8f33211,Pengabdian Green Infrastructure - aa34407c,0112627115,JTP,2022,50000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKM7c7f2ceb,Pengabdian Community Development - eec85046,0112627115,JTP,2021,10000000,Bandar Lampung,False,True,2026-05-13T19:21:14+07:00
PKM141a4235,Pengabdian Green Infrastructure - 4ccb7a55,0175949116,JTI,2025,3000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKM835ad9f0,Pengabdian Sustainable Energy - c64bd628,0117640117,JTI,2023,3000000,Tulang Bawang,False,True,2026-05-13T19:21:14+07:00
PKMda28631c,Pengabdian Green Infrastructure - 8843054c,0117640117,JTI,2020,3000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKMdfb31bb6,Pengabdian Innovative Industry - 57ffe968,0117640117,JTI,2022,50000000,Bandar Lampung,False,True,2026-05-13T19:21:14+07:00
PKM666ea95d,Pengabdian Sustainable Energy - 60f64f62,0849415118,JSA,2025,50000000,Way Kanan,False,True,2026-05-13T19:21:14+07:00
PKMd1657636,Pengabdian Innovative Industry - 957e0891,0849415118,JSA,2023,5000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKMd2922a13,Pengabdian Innovative Industry - 9186a2f1,0849415118,JSA,2025,3000000,Lampung Utara,True,True,2026-05-13T19:21:14+07:00
PKM28fdd687,Pengabdian Innovative Industry - 08dbf85c,0462148120,JTK,2023,50000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKM938cfc13,Pengabdian Green Infrastructure - 94bf5717,0462148120,JTK,2021,3000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKM6f16fd06,Pengabdian Green Infrastructure - 3e5d8352,0603720121,JTP,2022,50000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKM8c49383f,Pengabdian Innovative Industry - 9e2ca574,0513563122,JTI,2022,10000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKM67e88fd2,Pengabdian Sustainable Energy - 420f0bd6,0910555123,JSA,2025,50000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKMe0f3bd53,Pengabdian Innovative Industry - 2f0c99fa,0910555123,JSA,2021,10000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMa35964cd,Pengabdian Community Development - 28095e51,0413378124,JTI,2025,3000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM06c4df0d,Pengabdian Innovative Industry - 5bae8876,0413378124,JTI,2024,5000000,Lampung Selatan,False,True,2026-05-13T19:21:14+07:00
PKMfcd29aa2,Pengabdian Green Infrastructure - 1d4281b4,0389915126,JSA,2025,5000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKM2d80e280,Pengabdian Community Development - 54fc5f49,0134701127,JTK,2021,3000000,Pesawaran,True,False,2026-05-13T19:21:14+07:00
PKMa420465a,Pengabdian Sustainable Energy - 39b3da89,0134701127,JTK,2020,25000000,Tanggamus,False,True,2026-05-13T19:21:14+07:00
PKMbb2fa232,Pengabdian Community Development - 61eb664f,0947680128,JTI,2021,5000000,Bandar Lampung,True,False,2026-05-13T19:21:14+07:00
PKM6bbc2712,Pengabdian Green Infrastructure - 4f4f83d6,0731723129,JTI,2024,25000000,Way Kanan,False,True,2026-05-13T19:21:14+07:00
PKMdcf6892e,Pengabdian Sustainable Energy - 83909e68,0324172130,JTP,2024,3000000,Mesuji,False,True,2026-05-13T19:21:14+07:00
PKMc5e11019,Pengabdian Innovative Industry - 9833ed78,0905893131,JTK,2025,50000000,Tulang Bawang,False,True,2026-05-13T19:21:14+07:00
PKM58a9d25e,Pengabdian Innovative Industry - 9fe6226e,0548632132,JTI,2024,10000000,Lampung Timur,False,True,2026-05-13T19:21:14+07:00
PKM9402baae,Pengabdian Community Development - 511b69e1,0548632132,JTI,2020,25000000,Pringsewu,False,False,2026-05-13T19:21:14+07:00
PKM530d257d,Pengabdian Green Infrastructure - 724f563d,0309275134,JTI,2023,5000000,Pringsewu,False,True,2026-05-13T19:21:14+07:00
PKM86a4384a,Pengabdian Green Infrastructure - 9f11b57f,0309275134,JTI,2022,5000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMcc36a337,Pengabdian Innovative Industry - 4722d207,0300171135,JTK,2020,25000000,Lampung Utara,False,True,2026-05-13T19:21:14+07:00
PKM5f0d198a,Pengabdian Community Development - dd62061d,0219718137,JTK,2025,10000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM04147450,Pengabdian Innovative Industry - 021cdf83,0219718137,JTK,2024,3000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKM75911375,Pengabdian Innovative Industry - 9faaa873,0434926138,JTI,2021,50000000,Lampung Selatan,False,True,2026-05-13T19:21:14+07:00
PKM943a931a,Pengabdian Innovative Industry - 85d6c739,0434926138,JTI,2024,25000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
PKM5ab91e03,Pengabdian Innovative Industry - dda071dc,0482561140,JTI,2022,5000000,Way Kanan,False,True,2026-05-13T19:21:14+07:00
PKMacd8e066,Pengabdian Sustainable Energy - 2c77d1ed,0307434142,JTK,2025,25000000,Bandar Lampung,False,True,2026-05-13T19:21:14+07:00
PKMd7e2e201,Pengabdian Sustainable Energy - cba16af7,0307434142,JTK,2022,3000000,Tanggamus,False,True,2026-05-13T19:21:14+07:00
PKMfc0a6ed1,Pengabdian Innovative Industry - edd19a93,0625663143,JTP,2021,25000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKM6eb64693,Pengabdian Innovative Industry - 4fa50c39,0172024145,JTK,2021,5000000,Tulang Bawang,False,False,2026-05-13T19:21:14+07:00
PKM12ce84d4,Pengabdian Community Development - 5973b015,0172024145,JTK,2024,5000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKM32975e40,Pengabdian Green Infrastructure - c9157494,0235123147,JTI,2025,3000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM70599690,Pengabdian Innovative Industry - 19421449,0235123147,JTI,2025,3000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKM7229304b,Pengabdian Sustainable Energy - 6806204c,0924819148,JMB,2020,3000000,Lampung Selatan,False,False,2026-05-13T19:21:14+07:00
PKMa02ed75e,Pengabdian Innovative Industry - 89ad0ee1,0924819148,JMB,2020,25000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKMac477750,Pengabdian Innovative Industry - aca155de,0781707150,JTI,2023,10000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMf3898098,Pengabdian Green Infrastructure - 1f8095b0,0827926151,JTP,2023,50000000,Metro,True,False,2026-05-13T19:21:14+07:00
PKMb8c53907,Pengabdian Green Infrastructure - ff98e192,0698132152,JSA,2024,50000000,Pesawaran,False,False,2026-05-13T19:21:14+07:00
PKMbd17662d,Pengabdian Community Development - 29b57dd1,0517195153,JTK,2022,25000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKMb28a4c75,Pengabdian Sustainable Energy - 976216ef,0517195153,JTK,2021,25000000,Pesisir Barat,False,True,2026-05-13T19:21:14+07:00
PKMa3422e36,Pengabdian Community Development - 574d3228,0834311154,JTI,2020,3000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKM364d0a54,Pengabdian Sustainable Energy - 0f2dfe63,0320471155,JTK,2023,3000000,Metro,False,True,2026-05-13T19:21:14+07:00
PKM89d59fce,Pengabdian Innovative Industry - 1617f84c,0404862156,JMB,2020,50000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKMc9917d44,Pengabdian Green Infrastructure - a07cb6c4,0641745157,JSA,2023,25000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKM20fe843a,Pengabdian Sustainable Energy - dfb19562,0641745157,JSA,2021,10000000,Tanggamus,False,True,2026-05-13T19:21:14+07:00
PKM6527b3f4,Pengabdian Sustainable Energy - 35f482e7,0641745157,JSA,2021,10000000,Metro,False,False,2026-05-13T19:21:14+07:00
PKM5f6e92a9,Pengabdian Green Infrastructure - d67c4af0,0418851159,JMB,2022,5000000,Metro,False,False,2026-05-13T19:21:14+07:00
PKM2560657f,Pengabdian Sustainable Energy - cfa13131,0870962160,JTI,2023,3000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKM029bfdc6,Pengabdian Community Development - 8188f88e,0632696161,JTI,2024,10000000,Lampung Tengah,False,True,2026-05-13T19:21:14+07:00
PKM70926b87,Pengabdian Innovative Industry - 3c133cfb,0598522162,JSA,2023,50000000,Mesuji,False,False,2026-05-13T19:21:14+07:00
PKMf91f6c73,Pengabdian Innovative Industry - 7f560832,0598522162,JSA,2023,25000000,Lampung Barat,False,False,2026-05-13T19:21:14+07:00
PKMe38b3614,Pengabdian Community Development - aa1e76f4,0161894163,JTK,2021,10000000,Bandar Lampung,False,False,2026-05-13T19:21:14+07:00
PKMc16126d3,Pengabdian Sustainable Energy - 082a617a,0161894163,JTK,2025,25000000,Lampung Utara,False,False,2026-05-13T19:21:14+07:00
PKMa6456bb8,Pengabdian Green Infrastructure - ab53e153,0299646164,JTI,2024,50000000,Lampung Tengah,False,False,2026-05-13T19:21:14+07:00
PKMfb098192,Pengabdian Innovative Industry - 1e5d3231,0717596165,JTK,2021,25000000,Lampung Timur,False,False,2026-05-13T19:21:14+07:00
PKMb167cdd2,Pengabdian Innovative Industry - 85723462,0717596165,JTK,2022,10000000,Lampung Barat,False,True,2026-05-13T19:21:14+07:00
